id,state,source,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,comment_required_flag,action_required_by,importance_score,summary,document_url,source_url,matched_keywords,rht_flag,raw_json,last_checked_at
stupd-53822f4556407562,CA,ca_medi_cal_provider_news,mcweb-news:33750.28,provider_bulletin,Hospital Presumptive Eligibility Program Update,California Department of Health Care Services / Medi-Cal,eligibility;medicaid;medicare,eligibility;medicare;mmis,2026-05-22,,,,false,,30,Hospital Presumptive Eligibility (HPE) Medicare eligibility update.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/references/hpe,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33750.28,eligibility;Medicare;MMIS,false,"{""article_id"":""33750.28"",""categories"":[""Presumptive Eligibility"",""Provider Portal"",""DHCS Notice""],""communities"":[""Inpatient Services""],""id"":""1635""}",2026-07-27T15:40:54Z
stupd-e48a6c249a219f88,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33955,provider_bulletin,Updates to the List of Contracted Advanced Wound Care Products,California Department of Health Care Services / Medi-Cal,claims;managed_care;medicaid,claims;managed_care;mmis,2026-05-13,,,,false,,30,"Effective for dates of service on or after July 1, 2026, The Department of Health Care Services (DHCS) is updating the List of Contracted Advanced Wound Care Products (the list). There are a total of 18 products added to the list. Contracted advanced wound care products on the list represent a variety of manufacturers where the contracted products listed are available in retail distribution and available to the public. The list applies to claims billed to the Medi-Cal Program for fee-for-service members. While some Medi-Cal Managed Care Organizations (MCOs) might use the fee-for-service list, it is not a requirement and MCOs are required to provide an equivalent fee-for-service benefit. Pharmacy providers should contact the individual MCOs for plan-specific coverage guidelines, pricing and reimbursement methodologies.",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=mcsupwoundcare.xlsx,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=clinics-and-hospitals&issueNumber=620&articleId=33955,claims;managed care;MMIS,false,"{""article_id"":""33955"",""bulletin_id"":""cah2026-05"",""categories"":[],""community"":{""community_abbrv"":""CAH"",""community_name"":""Clinics and Hospitals""},""issue_number"":""620""}",2026-07-27T15:40:56Z
stupd-3b79c713ae534804,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33939,provider_bulletin,"Updates to Medical Supplies Billing Codes, Units and Quantity Limits",California Department of Health Care Services / Medi-Cal,claims;managed_care;medicaid,claims;managed_care;mmis,2026-05-13,,,,false,,30,"Effective for dates of service on or after June 1, 2026, the Department of Health Care Services (DHCS) is updating the List of Medical Supplies Billing Codes, Units and Quantity Limits . The following codes have been updated: A4649 is being updated to 30 per wound per 27-day period, up to 90-day duration of therapy (billing to match how product is used) A6248 is updating the unit of measure (UOM) to each A6261 is updating the UOM to each The List of Medical Supplies Billing Codes, Units and Quantity Limits applies to claims billed to the Medi-Cal Program for fee-for-service members. While some Medi-Cal Managed Care Organizations (MCOs) might use the fee-for-service List of Medical Supplies Billing Codes, Units and Quantity Limits , it is not a requirement. MCOs are required to provide an equivalent fee-for-service benefit. Pharmacy providers should contact the individual MCOs for plan-specific coverage guidelines, pricing and reimbursement methodologies.",https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=mcsupbilling.xlsx,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=clinics-and-hospitals&issueNumber=620&articleId=33939,claims;managed care;MMIS,false,"{""article_id"":""33939"",""bulletin_id"":""cah2026-05"",""categories"":[],""community"":{""community_abbrv"":""CAH"",""community_name"":""Clinics and Hospitals""},""issue_number"":""620""}",2026-07-27T15:40:56Z
stupd-d553771748ce1256,CA,ca_medi_cal_provider_bulletins,mcweb-bulletin:33942,provider_bulletin,June 2026 Medi-Cal In-Person Training Event,California Department of Health Care Services / Medi-Cal,claims;eligibility;medicaid,claims;eligibility;mmis,2026-05-13,,,,false,,30,"Medi-Cal is offering an in-person training event on June 10, 2026, in Southern California. In-person training events offer basic and advanced billing courses for various provider types. These events will be conducted at different intervals throughout the year within California and offer billing assistance at no cost in the Claims Assistance Room (CAR). Providers are encouraged to bring their more complex billing issues and receive individual assistance from a Regional Representative. Registration begins at 8:00 a.m., with training sessions beginning at 9:00 a.m., at the following location: Hilton San Diego/Del Mar 15575 Jimmy Durante Blvd Del Mar, CA 92014 The following courses will be offered at this training event: Claims Follow-Up Medical Transportation Family PACT Billing Member Eligibility Remittance Advice Details (RAD) Introduction to Medi-Cal 101 Medi-Cal Provider Resources 102 Outpatient Services Common Denials Inpatient Services Common Denials Long Term Care (LTC) UB-04 Claim Completion Free parking is available at this location. Wi-Fi will not be provided. Seating is limited. Providers who are interested in attending must register through the Medi-Cal Learning Portal...",https://learn.medi-cal.ca.gov/,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/bulletin?community=acupuncture&issueNumber=608&articleId=33942,claims;eligibility;MMIS,false,"{""article_id"":""33942"",""bulletin_id"":""acu2026-05"",""categories"":[],""community"":{""community_abbrv"":""ACU"",""community_name"":""Acupuncture""},""issue_number"":""608""}",2026-07-27T15:40:56Z
stupd-7d5827ab34996ecf,VA,va_medicaid_provider_memos,behavioral-health-services-redesign-implementation-date-change,provider_bulletin,Behavioral Health Services Redesign Implementation Date Change,Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid;rural_health,behavioral_health;managed_care;medicaid,2026-05-04,,,,false,,30,"To: Providers of Behavioral Health Services, Acentra Healthcare and Cardinal Care Managed Care Organizations",,https://vamedicaid.dmas.virginia.gov/bulletin/behavioral-health-services-redesign-implementation-date-change,behavioral health;managed care;Medicaid,false,"{""audience"":""Providers of Behavioral Health Services, Acentra Healthcare and Cardinal Care Managed Care Organizations"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2026""}",2026-07-27T15:40:58Z
stupd-93b148b48838def7,OR,or_oha_provider_matters,ohp-provider-matters:193,provider_bulletin,Provider Matters update,Oregon Health Authority / Oregon Health Plan,claims;eligibility;medicaid,claims;eligibility;medicaid,2026-04-17,2026-04-23,,,false,,30,"​Share your feedback about the OHP 3165 Agreement to Pay form at May 14 forum Updated dashboard makes tracking OHP enrollment trends easier Medicaid program updates Ground Emergency Medical Transportation (GEMT) Coordinated Care Organization (CCO) Supplemental Provider Payment Program updates&#160; GEMT Fee-for-Service Supplemental Provider Payment Program updates Youth intensive psychiatric treatment services rate changes For DRG hospitals: Fee-for-service reprocessing of 2023 outpatient claims planned for April 20, 2026.​ Provider resource updates and recent rule revisions New to OHP? Join OHA's monthly webinar for new providers and staff",,https://www.oregon.gov/oha/HSD/OHP/Pages/Provider-Matters.aspx,claims;enrollment;Medicaid,false,"{""ID"":193,""Id"":193,""Issue_x0020_Date"":""2026-04-17T07:00:00Z"",""Modified"":""2026-04-23T21:53:23Z"",""URL"":null}",2026-07-27T15:40:57Z
stupd-4d6f404279349a3c,OR,or_oha_provider_matters,ohp-provider-matters:192,provider_bulletin,Provider Matters update,Oregon Health Authority / Oregon Health Plan,eligibility;interoperability;medicaid,eligibility;medicaid;prior_authorization,2026-04-03,2026-04-09,,,false,,30,"​Boost Oregon motivational interviewing training in Portland for health care providers and immunizers OHA launches 2027 CCO rate development work Join OHA's April 8 listening session about 1915(i) State Plan renewal and interRAI assessment tool Medicaid program updates: Jan. 1, 2026 dental code rates; reminder to submit requested information for physical health prior authorizations within 14 days Provider resource updates and recent rule revisions New to OHP? Join OHA's monthly webinar for new providers and staff",,https://www.oregon.gov/oha/HSD/OHP/Pages/Provider-Matters.aspx,Medicaid;prior authorization,false,"{""ID"":192,""Id"":192,""Issue_x0020_Date"":""2026-04-03T07:00:00Z"",""Modified"":""2026-04-09T17:02:40Z"",""URL"":null}",2026-07-27T15:40:57Z
stupd-72b8ffd300e8f94c,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:NFnoticeSCNFRD%28ajk%203.3.26%29.pdf,public_comment_notice,Special Care Nursing Facility Rate Notice,New Jersey Division of Medical Assistance and Health Services,rht,grant,2026-03-26,,2026-04-25,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/NFnoticeSCNFRD%28ajk%203.3.26%29.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/NFnoticeSCNFRD(ajk%203.3.26).pdf"",""posted"":""March 26, 2026""}",2026-07-27T15:40:37Z
stupd-d2600db41cd3a610,CA,ca_medi_cal_provider_news,mcweb-news:33759.02,provider_bulletin,New Course Offering: Ordering and Referring Providers Enrollment Notice of Change,California Department of Health Care Services / Medi-Cal,eligibility;medicaid;provider_data,eligibility;mmis;provider_data,2026-03-26,,,,false,,30,Ordering and Referring Providers Must Be Enrolled as Type-1 NPI Notice of Change (J1401NC-P) new training is offered.,https://learn.medi-cal.ca.gov/catalog/course.asp?id=3776,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33759.02,eligibility;enrollment;MMIS,false,"{""article_id"":""33759.02"",""categories"":[""DHCS Notice"",""Outreach and Education"",""Provider Enrollment""],""communities"":[""Medi-Cal Program & Eligibility""],""id"":""1599""}",2026-07-27T15:40:54Z
stupd-f8781f62347538c7,CA,ca_medi_cal_provider_news,mcweb-news:33750.11,provider_bulletin,Quarterly Reminder: Update Public Fee-For-Service Provider Directory,California Department of Health Care Services / Medi-Cal,eligibility;medicaid;provider_data,eligibility;mmis;provider_data,2026-03-13,,,,false,,30,Providers are reminded to update their provider directory information quarterly.,tel: 1-916-323-1945,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33750.11,eligibility;MMIS,false,"{""article_id"":""33750.11"",""categories"":[""DHCS Notice"",""Provider Portal""],""communities"":[""Medi-Cal Program & Eligibility""],""id"":""1591""}",2026-07-27T15:40:54Z
stupd-0dd96cf57ee8ad94,CA,ca_medi_cal_provider_news,mcweb-news:33813.03,provider_bulletin,Justice-Involved (JI) Reentry Initiative: Reimbursable Claim Forms for CBO and LHJ Providers,California Department of Health Care Services / Medi-Cal,cms;interoperability;medicaid,cms;interoperability;mmis,2026-03-09,2026-04-09,,,false,,30,The CMS-1500 and the UB-04 claim forms can both be used by CBO and LHJ providers.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/reference?fn=ji-billing-reference-guide.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33813.03,CMS;MMIS,false,"{""article_id"":""33813.03"",""categories"":[""Billing""],""communities"":[""Psychological Services"",""Therapies"",""Clinics and Hospitals"",""Community-Based Adult Services"",""Chronic Dialysis Clinics"",""Home Health Agencies/Home and Community-Based Services"",""Rehabilitation Clinics"",""General Medicine"",""Obstetrics""],""id"":""1589""}",2026-07-27T15:40:54Z
stupd-c9adb67b1c918cba,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Public-Notice-GME-S-add-on.pdf,public_comment_notice,Graduate Medical Education Supplemental (GME-S) add-on,New Jersey Division of Medical Assistance and Health Services,rht,grant,2026-02-27,,2026-03-29,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Public-Notice-GME-S-add-on.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/Public-Notice-GME-S-add-on.pdf"",""posted"":""February 27, 2026""}",2026-07-27T15:40:37Z
stupd-ff8abc56f39895bb,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:CommunityPalliativeCareNotice.pdf,public_comment_notice,Community Palliative Care,New Jersey Division of Medical Assistance and Health Services,rht,grant,2026-02-10,,,,true,,30,Division/office: DMAHS. Comments due: 30 days after posting,https://nj.gov/humanservices/notices/documents/public-notices/CommunityPalliativeCareNotice.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/CommunityPalliativeCareNotice.pdf"",""posted"":""February 10, 2026""}",2026-07-27T15:40:37Z
stupd-fc74a74524a59379,OR,or_oha_provider_matters,ohp-provider-matters:186,provider_bulletin,Provider Matters update,Oregon Health Authority / Oregon Health Plan,medicaid;rural_health,behavioral_health;medicaid;mmis,2026-01-09,2026-01-14,,,false,,30,"​No changes to gender-affirming care in Oregon for now; proposed federal rules to limit gender-affirming care now open for comment Health Evidence Review Commission staff invites health care providers to share ideas and concerns about Oregon Health Plan coverage OHA seeks members for Medicaid Advisory Committee and new Primary Care Strategy Committee Medicaid program updates:&#160; Behavioral Health Directed Payments webinar material now available 2026 Medicaid Substance Use Disorder Technical Assistance Office Hours Recent rule revisions Oregon Administrative Rules (OARs) 410-141-3515, 410-141-3585, 410-141-3845 amended to reduce the frequency and alter methods by which certain deliverables are provided by CCOs. OAR 410-120-1295 amended to update par rate for maternity services to 104 percent effective Jan. 1 through Dec. 31, 2026. OAR 410-050-0861 amended to update hospital provider tax rates to 8.64 percent for Diagnostic-Related Grouper (DRG) inpatient revenues and 9.80 percent for DRG outpatient revenues. OARs 410-122-0184, 410-122-0250, 410-122-0300 amended to correct filing error of previous Dec. 10, 2025 permanent filing. OAR 410-200-0455 amended to allow eligible young...",,https://www.oregon.gov/oha/HSD/OHP/Pages/Provider-Matters.aspx,behavioral health;Medicaid;MMIS,false,"{""ID"":186,""Id"":186,""Issue_x0020_Date"":""2026-01-09T08:00:00Z"",""Modified"":""2026-01-14T23:48:36Z"",""URL"":null}",2026-07-27T15:40:57Z
stupd-c3179fe4f3f1fcc4,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:NJDDDRateNotice1-1-2026.pdf,public_comment_notice,Community Care (CCP) and Supports Program (SP) Rates Notice,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-12-30,,2026-01-29,,true,,30,Division/office: DMAHS/Division of Developmental Disabilities. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/NJDDDRateNotice1-1-2026.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS/Division of Developmental Disabilities"",""href"":""/humanservices/notices/documents/public-notices/NJDDDRateNotice1-1-2026.pdf"",""posted"":""December 30, 2025""}",2026-07-27T15:40:37Z
stupd-caa380019ad515cd,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:quickguidefy26dspwageincreaserates.pdf,public_comment_notice,Community Care (CCP) and Supports Program (SP) Rates,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-12-30,,2026-01-29,,true,,30,Division/office: DMAHS/Division of Developmental Disabilities. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/quickguidefy26dspwageincreaserates.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS/Division of Developmental Disabilities"",""href"":""/humanservices/notices/documents/public-notices/quickguidefy26dspwageincreaserates.pdf"",""posted"":""December 30, 2025""}",2026-07-27T15:40:37Z
stupd-8d9a7d6f73d8e271,OR,or_oha_provider_matters,ohp-provider-matters:185,provider_bulletin,Provider Matters update,Oregon Health Authority / Oregon Health Plan,interoperability;medicaid;rural_health,behavioral_health;medicaid;prior_authorization,2025-12-19,2025-12-24,,,false,,30,"Oregon Health Plan now covers some forms of birth control without a prescription&#160; Traditional Health Worker updates: Application for Culturally and Linguistically Specific enhanced rate; OHA seeks doulas and others for new committee January 2026 Certified Community Behavioral Health Clinics (CCBHC) program webinars NEW: Language Access Workbook for Providers&#160; Medicaid program updates:&#160; Behavioral Health Directed Payments webinar material now available;&#160; Prior authorization review timeframes, form updates and denials;&#160; Recent rule revisions;&#160; Provider resources",,https://www.oregon.gov/oha/HSD/OHP/Pages/Provider-Matters.aspx,behavioral health;Medicaid;prior authorization,false,"{""ID"":185,""Id"":185,""Issue_x0020_Date"":""2025-12-19T08:00:00Z"",""Modified"":""2025-12-24T20:37:20Z"",""URL"":null}",2026-07-27T15:40:57Z
stupd-821e77da4202f825,CA,ca_medi_cal_provider_news,mcweb-news:33617,medicaid_notice,CCMF Update Impacts AEVS Transactions for Medicare Advantage Plan Names,California Department of Health Care Services / Medi-Cal,eligibility;medicaid;medicare,eligibility;medicare;mmis,2025-12-11,,,,false,,30,The MEDS CCMF update will impact how names are displayed in AEVS.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=aevohccar.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33617,eligibility;Medicare;MMIS,false,"{""article_id"":""33617"",""categories"":[""DHCS Notice""],""communities"":[""Medi-Cal Program & Eligibility""],""id"":""1548""}",2026-07-27T15:40:54Z
stupd-1f76b97f1d447a4b,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Advance%20Notice%201051%2008.20.25mmr.docx,public_comment_notice,Pharmaceutical Services,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-10-06,,,,true,,30,Division/office: DMAHS. Comments due: 30 days after posting date,https://nj.gov/humanservices/notices/documents/public-notices/Advance%20Notice%201051%2008.20.25mmr.docx,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posting date"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/Advance%20Notice%201051%2008.20.25mmr.docx"",""posted"":""October 6, 2025""}",2026-07-27T15:40:37Z
stupd-b502643e259bf3ab,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:NJ%20ACHNSP%20FFS%20Public%20Notice%20%28rev%209222025%29.pdf,public_comment_notice,Supplemental Payments for Physician and Professional Services at Qualifying Professional Services Practices,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-09-30,,2025-10-30,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/NJ%20ACHNSP%20FFS%20Public%20Notice%20%28rev%209222025%29.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/NJ%20ACHNSP FFS Public Notice (rev 9222025).pdf"",""posted"":""September 30, 2025""}",2026-07-27T15:40:37Z
stupd-2c63e8cec06fd3a2,CA,ca_medi_cal_provider_news,mcweb-news:33667,provider_bulletin,"Ordering, Referring and Prescribing (ORP) Web Page No Longer Available",California Department of Health Care Services / Medi-Cal,eligibility;medicaid;provider_data,eligibility;mmis;provider_data,2025-09-26,2025-10-22,,,false,,30,The ORP web page and ORP FAQ are no longer available update.,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/file/manual?fn=ubcompop.pdf,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/news/33667,enrollment;MMIS,false,"{""article_id"":""33667"",""categories"":[""DHCS Notice"",""Provider Enrollment""],""communities"":[""Clinics and Hospitals"",""General Medicine"",""Obstetrics""],""id"":""1488""}",2026-07-27T15:40:54Z
stupd-fe9c2ac510a1be5a,VA,va_medicaid_provider_memos,service-authorization-update-applied-behavior-analysis-aba-effective-october-15-2025,provider_bulletin,"Service Authorization Update for Applied Behavior Analysis (ABA) Effective October 15, 2025",Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid;rural_health,behavioral_health;managed_care;medicaid,2025-08-13,,,,false,,30,"To: Mental Health Services Providers, Cardinal Care Managed Care Organizations (MCOs), Acentra Health",,https://vamedicaid.dmas.virginia.gov/bulletin/service-authorization-update-applied-behavior-analysis-aba-effective-october-15-2025,managed care;Medicaid,false,"{""audience"":""Mental Health Services Providers, Cardinal Care Managed Care Organizations (MCOs), Acentra Health"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2025""}",2026-07-27T15:40:58Z
stupd-8e2a094ffd774bd0,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:OTC%20COVID%20test%20kits%20Notice%20rg%20ZD.pdf,public_comment_notice,Over the Counter COVID-19 at home test kits,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-07-31,,2025-08-30,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/OTC%20COVID%20test%20kits%20Notice%20rg%20ZD.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/OTC%20COVID test kits Notice rg ZD.pdf"",""posted"":""July 31, 2025""}",2026-07-27T15:40:37Z
stupd-deea04b6b768158b,VA,va_medicaid_provider_memos,updates-mental-health-services-manual-and-temporary-detention-orders-supplement,provider_bulletin,Updates to the Mental Health Services Manual and Temporary Detention Orders Supplement,Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid;rural_health,behavioral_health;managed_care;medicaid,2025-07-17,,,,false,,30,"To: All Providers of Behavioral Health Services, Acentra Health, and Cardinal Care Managed Care Organizations",,https://vamedicaid.dmas.virginia.gov/memo/updates-mental-health-services-manual-and-temporary-detention-orders-supplement,behavioral health;managed care;Medicaid,false,"{""audience"":""All Providers of Behavioral Health Services, Acentra Health, and Cardinal Care Managed Care Organizations"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2025""}",2026-07-27T15:40:58Z
stupd-49b5a383a84913e5,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Notice%20Adult%20Day%20rates.pdf,public_comment_notice,SFY26 Adult Day Health Rates,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-07-15,,2025-08-14,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Notice%20Adult%20Day%20rates.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/Notice%20Adult Day rates.pdf"",""posted"":""July 15, 2025""}",2026-07-27T15:40:37Z
stupd-4d19e23ab594a49a,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:revised%20final%20NF%20Public%20Notice%20for%20SFY%202026%20updated%20for%20Line%20Item%20Veto%20vam.pdf,public_comment_notice,Revised SFY26 Nursing Facility Reimbursement,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-07-15,,2025-08-14,,true,,30,Division/office: DMAHS /DOH. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/revised%20final%20NF%20Public%20Notice%20for%20SFY%202026%20updated%20for%20Line%20Item%20Veto%20vam.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS /DOH"",""href"":""/humanservices/notices/documents/public-notices/revised%20final NF Public Notice for SFY 2026 updated for Line Item Veto vam.pdf"",""posted"":""July 15, 2025""}",2026-07-27T15:40:37Z
stupd-c92a66a2f27a5720,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:SFY26-%20%20Charity%20Care%20Public%20Notice_REVISED.pdf,public_comment_notice,Revised SFY26 Hospital Reimbursements for Charity Care,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-07-15,,2025-08-14,,true,,30,Division/office: DMAHS /DOH. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/SFY26-%20%20Charity%20Care%20Public%20Notice_REVISED.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS /DOH"",""href"":""/humanservices/notices/documents/public-notices/SFY26-%20 Charity Care Public Notice_REVISED.pdf"",""posted"":""July 15, 2025""}",2026-07-27T15:40:37Z
stupd-557ea267ef07d060,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:Assisted%20Living%20rate%20change%20notice_RD%202026.pdf,public_comment_notice,Assisted Living Facility Rates,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-07-15,,2025-08-14,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/Assisted%20Living%20rate%20change%20notice_RD%202026.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/Assisted Living rate change notice_RD 2026.pdf"",""posted"":""July 15, 2025""}",2026-07-27T15:40:37Z
stupd-5202ea9427cbb197,VA,va_medicaid_provider_memos,updates-addiction-and-recovery-treatment-services-arts-manualupdates-addiction-and-recovery,provider_bulletin,Updates to the Addiction and Recovery Treatment Services (ARTS) ManualUpdates to the Addiction and Recovery Treatment Services (ARTS) Manual,Virginia Department of Medical Assistance Services / Virginia Medicaid,managed_care;medicaid;rural_health,behavioral_health;managed_care;medicaid,2025-07-07,,,,false,,30,"To: All Providers of Behavioral Health Services, Acentra, Cardinal Care Managed Care Organizations",,https://vamedicaid.dmas.virginia.gov/memo/updates-addiction-and-recovery-treatment-services-arts-manualupdates-addiction-and-recovery,behavioral health;managed care;Medicaid,false,"{""audience"":""All Providers of Behavioral Health Services, Acentra, Cardinal Care Managed Care Organizations"",""source_page"":""https://vamedicaid.dmas.virginia.gov/providers/memo-2025""}",2026-07-27T15:40:58Z
stupd-c859e777b15b3ba2,VA,va_dmas_press_releases,dmas-press-release-07-01-2025.pdf,policy_update,Virginia Medicaid Launches Cardinal Care Health Plans and Member Options,Virginia Department of Medical Assistance Services,managed_care;medicaid;quality,managed_care;medicaid;quality,2025-07-01,,,,false,,30,"RICHMOND – Today, Governor Youngkin and the Virginia Department of Medical Assistance Services (DMAS) announced the launch of the new Cardinal Care Managed Care program. The five health plans that will serve Virginians eligible for Medicaid beginning July 1, 2025, are: Aetna Better Health of Virginia, Anthem HealthKeepers Plus, Humana Healthy Horizons of Virginia (new), Sentara Health Plans, and UnitedHealthcare of the Mid-Atlantic, Inc. The program also includes a foster care specialty plan administered by Anthem HealthKeepers Plus. This initiative aligns with Governor Youngkin’s goal of ensuring that Virginia’s vulnerable populations receive high-quality health care coverage.",https://www.dmas.virginia.gov/media/o23jogwx/dmas-press-release-07-01-2025.pdf,https://www.dmas.virginia.gov/news-updates/press-releases/,managed care;Medicaid,false,"{""source_page"":""https://www.dmas.virginia.gov/news-updates/press-releases/""}",2026-07-27T15:40:58Z
stupd-d2d15a9b14c50601,NJ,nj_dhs_public_notices,humanservices:notices:documents:public-notices:NF%20Public%20Notice%20for%20SFY%202026.pdf,public_comment_notice,SFY26 Nursing Facility Reimbursement,New Jersey Division of Medical Assistance and Health Services,rht,grant,2025-06-30,,2025-07-30,,true,,30,Division/office: DMAHS. Comments due: 30 days after posted,https://nj.gov/humanservices/notices/documents/public-notices/NF%20Public%20Notice%20for%20SFY%202026.pdf,https://nj.gov/humanservices/notices/grants/public-notices/,,false,"{""action"":""Comments due: 30 days after posted"",""division"":""DMAHS"",""href"":""/humanservices/notices/documents/public-notices/NF%20Public Notice for SFY 2026.pdf"",""posted"":""June 30, 2025""}",2026-07-27T15:40:37Z
