source_record_id,title,issued_date,released_date,modified_date,next_update_date,landing_page,download_url,publisher,keywords,description,raw_json
k2ze-bqvw,Healthcare Associated Infections - State,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/k2ze-bqvw,https://data.cms.gov/provider-data/sites/default/files/resources/27986ce2f1193d3fcad7fa1bddc93c3b_1776974793/Healthcare_Associated_Infections-State.csv,Centers for Medicare & Medicaid Services (CMS),Healthcare Associated Infections; MRSA; Surgical Site Infections; Central Line Associated Blood Stream Infections; Catheter Associated Urinary Tract Infections; C.Difficile; State,"The Healthcare-Associated Infections (HAI) measures - state data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The Healthcare-Associated Infections (HAI) measures - state data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/27986ce2f1193d3fcad7fa1bddc93c3b_1776974793/Healthcare_Associated_Infections-State.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""k2ze-bqvw"", ""issued"": ""2020-12-10"", ""keyword"": [""Healthcare Associated Infections"", ""MRSA"", ""Surgical Site Infections"", ""Central Line Associated Blood Stream Infections"", ""Catheter Associated Urinary Tract Infections"", ""C.Difficile"", ""State""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/k2ze-bqvw"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Healthcare Associated Infections - State""}"
yd3s-jyhd,Healthcare Associated Infections - National,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/yd3s-jyhd,https://data.cms.gov/provider-data/sites/default/files/resources/a87585b27c50c3899eec6a857958a5f0_1776974791/Healthcare_Associated_Infections-National.csv,Centers for Medicare & Medicaid Services (CMS),Healthcare Associated Infections; MRSA; Surgical Site Infections; Central Line Associated Blood Stream Infections; Catheter Associated Urinary Tract Infections; C.Difficile; National,"The Healthcare-Associated Infections (HAI) measures - national data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The Healthcare-Associated Infections (HAI) measures - national data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/a87585b27c50c3899eec6a857958a5f0_1776974791/Healthcare_Associated_Infections-National.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""yd3s-jyhd"", ""issued"": ""2020-12-10"", ""keyword"": [""Healthcare Associated Infections"", ""MRSA"", ""Surgical Site Infections"", ""Central Line Associated Blood Stream Infections"", ""Catheter Associated Urinary Tract Infections"", ""C.Difficile"", ""National""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/yd3s-jyhd"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Healthcare Associated Infections - National""}"
77hc-ibv8,Healthcare Associated Infections - Hospital,2023-07-05,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/77hc-ibv8,https://data.cms.gov/provider-data/sites/default/files/resources/43825e12dc0c923df9ba5cbdf473c9d5_1777413954/Healthcare_Associated_Infections-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),Healthcare Associated Infections; MRSA; Surgical Site Infections; Central Line Associated Blood Stream Infections; Catheter Associated Urinary Tract Infections; C.Difficile,"The Healthcare-Associated Infection (HAI) measures - provider data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The Healthcare-Associated Infection (HAI) measures - provider data. These measures are developed by Centers for Disease Control and Prevention (CDC) and collected through the National Healthcare Safety Network (NHSN). They provide information on infections that occur while the patient is in the hospital. These infections can be related to devices, such as central lines and urinary catheters, or spread from patient to patient after contact with an infected person or surface. Many healthcare associated infections can be prevented when the hospitals use CDC-recommended infection control steps."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/43825e12dc0c923df9ba5cbdf473c9d5_1777413954/Healthcare_Associated_Infections-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""77hc-ibv8"", ""issued"": ""2023-07-05"", ""keyword"": [""Healthcare Associated Infections"", ""MRSA"", ""Surgical Site Infections"", ""Central Line Associated Blood Stream Infections"", ""Catheter Associated Urinary Tract Infections"", ""C.Difficile""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/77hc-ibv8"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Healthcare Associated Infections - Hospital""}"
y9us-9xdf,Footnote Crosswalk,2020-12-10,2026-05-13,2025-09-18,,https://data.cms.gov/provider-data/dataset/y9us-9xdf,https://data.cms.gov/provider-data/sites/default/files/resources/f29bb7c812e242f6edfef0a4b7d0eaca_1760630713/Footnote_Crosswalk.csv,Centers for Medicare & Medicaid Services (CMS),General Information,The footnote crosswalk displays a list of footnotes and their summary.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""The footnote crosswalk displays a list of footnotes and their summary."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/f29bb7c812e242f6edfef0a4b7d0eaca_1760630713/Footnote_Crosswalk.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""y9us-9xdf"", ""issued"": ""2020-12-10"", ""keyword"": [""General Information""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/y9us-9xdf"", ""modified"": ""2025-09-18"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Footnote Crosswalk""}"
bzsr-4my4,Data Updates,2020-12-10,2026-05-13,2026-03-24,,https://data.cms.gov/provider-data/dataset/bzsr-4my4,https://data.cms.gov/provider-data/sites/default/files/resources/05135bad92a4af261917a5061f921c84_1776974874/Data_Updates_April_2026.csv,Centers for Medicare & Medicaid Services (CMS),General Information,Lists the data updates for a scheduled quarterly refresh and as well those that are updated in between refreshes.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Lists the data updates for a scheduled quarterly refresh and as well those that are updated in between refreshes."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/05135bad92a4af261917a5061f921c84_1776974874/Data_Updates_April_2026.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""bzsr-4my4"", ""issued"": ""2020-12-10"", ""keyword"": [""General Information""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/bzsr-4my4"", ""modified"": ""2026-03-24"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Data Updates""}"
tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,2020-12-10,2026-05-13,2026-01-26,,https://data.cms.gov/provider-data/dataset/tqkv-mgxq,https://data.cms.gov/provider-data/sites/default/files/resources/c1017e56164f4774560619c9020116fa_1770163562/CJR_Quality_Reporting_January_2026_Production_File.csv,Centers for Medicare & Medicaid Services (CMS),Comprehensive Care for Joint Replacement Model; Hip Knee; CAHPS,Comprehensive Care for Joint Replacement Model - provider data. This data set includes provider data for two quality measures tracked during an episode of care: complication rate for hip/knee replacement patients and the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS) Survey.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Comprehensive Care for Joint Replacement Model - provider data. This data set includes provider data for two quality measures tracked during an episode of care: complication rate for hip/knee replacement patients and the Hospital Consumer Assessment of Healthcare Providers and Systems (HCAHPS) Survey."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/c1017e56164f4774560619c9020116fa_1770163562/CJR_Quality_Reporting_January_2026_Production_File.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""tqkv-mgxq"", ""issued"": ""2020-12-10"", ""keyword"": [""Comprehensive Care for Joint Replacement Model"", ""Hip Knee"", ""CAHPS""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/tqkv-mgxq"", ""modified"": ""2026-01-26"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Comprehensive Care For Joint Replacement Model - Provider Data""}"
jfnd-nl7s,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital - National,2024-07-31,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/jfnd-nl7s,https://data.cms.gov/provider-data/sites/default/files/resources/6a91b2a437ea47e61cd34c975dd54729_1776974806/PCH_Complications_Unplanned_Hospital_Visits_NATIONAL.csv,Centers for Medicare & Medicaid Services (CMS),National; Cancer; Readmissions; Emergency Department; PPS-Exempt Cancer Hospital Quality Reporting; Complications,"Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) Complications and Unplanned Hospital Visits. This dataset includes the percentage of patients who are receiving PCH-based outpatient chemotherapy treatment for all cancer types except leukemia who were admitted to the hospital or visited the emergency department for one of 10 conditions within 30 days after treatment. The dataset also includes the rate at which cancer patients have unplanned readmissions within 30 days of discharge from an eligible index admission. Finally, the dataset also includes the analysis of complications of a prostatectomy by comparing outcomes at the hospital/facility level during the year after prostate-directed surgery.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) Complications and Unplanned Hospital Visits. This dataset includes the percentage of patients who are receiving PCH-based outpatient chemotherapy treatment for all cancer types except leukemia who were admitted to the hospital or visited the emergency department for one of 10 conditions within 30 days after treatment. The dataset also includes the rate at which cancer patients have unplanned readmissions within 30 days of discharge from an eligible index admission. Finally, the dataset also includes the analysis of complications of a prostatectomy by comparing outcomes at the hospital/facility level during the year after prostate-directed surgery."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/6a91b2a437ea47e61cd34c975dd54729_1776974806/PCH_Complications_Unplanned_Hospital_Visits_NATIONAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""jfnd-nl7s"", ""issued"": ""2024-07-31"", ""keyword"": [""National"", ""Cancer"", ""Readmissions"", ""Emergency Department"", ""PPS-Exempt Cancer Hospital Quality Reporting"", ""Complications""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/jfnd-nl7s"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital - National""}"
z8ax-x9j1,Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital - Hospital,2024-07-31,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/z8ax-x9j1,https://data.cms.gov/provider-data/sites/default/files/resources/bc386a698d7a9b8d09bf37a73371a899_1776974804/PCH_Complications_Unplanned_Hospital_Visits_HOSPITAL.csv,Centers for Medicare & Medicaid Services (CMS),Cancer; Readmissions; Emergency Department; PPS-Exempt Cancer Hospital Quality Reporting; Complications,"Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) Complications and Unplanned Hospital Visits. This dataset includes the percentage of patients who are receiving PCH-based outpatient chemotherapy treatment for all cancer types except leukemia who were admitted to the hospital or visited the emergency department for one of 10 conditions within 30 days after treatment. The dataset also includes the rate at which cancer patients have unplanned readmissions within 30 days of discharge from an eligible index admission. Finally, the dataset also includes the analysis of complications of a prostatectomy by comparing outcomes at the hospital/facility level during the year after prostate-directed surgery.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) Complications and Unplanned Hospital Visits. This dataset includes the percentage of patients who are receiving PCH-based outpatient chemotherapy treatment for all cancer types except leukemia who were admitted to the hospital or visited the emergency department for one of 10 conditions within 30 days after treatment. The dataset also includes the rate at which cancer patients have unplanned readmissions within 30 days of discharge from an eligible index admission. Finally, the dataset also includes the analysis of complications of a prostatectomy by comparing outcomes at the hospital/facility level during the year after prostate-directed surgery."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/bc386a698d7a9b8d09bf37a73371a899_1776974804/PCH_Complications_Unplanned_Hospital_Visits_HOSPITAL.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""z8ax-x9j1"", ""issued"": ""2024-07-31"", ""keyword"": [""Cancer"", ""Readmissions"", ""Emergency Department"", ""PPS-Exempt Cancer Hospital Quality Reporting"", ""Complications""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/z8ax-x9j1"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Complications and Unplanned Hospital Visits - PPS-Exempt Cancer Hospital - Hospital""}"
bs2r-24vh,Complications and Deaths - State,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/bs2r-24vh,https://data.cms.gov/provider-data/sites/default/files/resources/247bb4364e310313773d74ccb0fb3231_1776974771/Complications_and_Deaths-State.csv,Centers for Medicare & Medicaid Services (CMS),Complications; Death; Mortality; Hip Knee; PSI; State,"Complications and deaths - state data. This data set includes state-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Complications and deaths - state data. This data set includes state-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/247bb4364e310313773d74ccb0fb3231_1776974771/Complications_and_Deaths-State.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""bs2r-24vh"", ""issued"": ""2020-12-10"", ""keyword"": [""Complications"", ""Death"", ""Mortality"", ""Hip Knee"", ""PSI"", ""State""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/bs2r-24vh"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Complications and Deaths - State""}"
qqw3-t4ie,Complications and Deaths - National,2020-12-10,2026-05-13,2026-04-21,,https://data.cms.gov/provider-data/dataset/qqw3-t4ie,https://data.cms.gov/provider-data/sites/default/files/resources/aba37eca11edcd4272afff9e6dc78bda_1776974767/Complications_and_Deaths-National.csv,Centers for Medicare & Medicaid Services (CMS),Complications; Death; Mortality; Hip Knee; PSI; National,"Complications and deaths - national data. This data set includes national-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Complications and deaths - national data. This data set includes national-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/aba37eca11edcd4272afff9e6dc78bda_1776974767/Complications_and_Deaths-National.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""qqw3-t4ie"", ""issued"": ""2020-12-10"", ""keyword"": [""Complications"", ""Death"", ""Mortality"", ""Hip Knee"", ""PSI"", ""National""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/qqw3-t4ie"", ""modified"": ""2026-04-21"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Complications and Deaths - National""}"
ynj2-r877,Complications and Deaths - Hospital,2023-07-05,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/ynj2-r877,https://data.cms.gov/provider-data/sites/default/files/resources/6af7c44d77436e5a1caac3ce39a83fe9_1777413950/Complications_and_Deaths-Hospital.csv,Centers for Medicare & Medicaid Services (CMS),Complications; Death; Mortality; Hip Knee; PSI,"Complications and deaths - provider data. This data set includes provider-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates.","{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""Complications and deaths - provider data. This data set includes provider-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/6af7c44d77436e5a1caac3ce39a83fe9_1777413950/Complications_and_Deaths-Hospital.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""ynj2-r877"", ""issued"": ""2023-07-05"", ""keyword"": [""Complications"", ""Death"", ""Mortality"", ""Hip Knee"", ""PSI""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/ynj2-r877"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Complications and Deaths - Hospital""}"
muwa-iene,CMS Medicare PSI-90 and component measures - six-digit estimate dataset,2020-12-10,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/muwa-iene,https://data.cms.gov/provider-data/sites/default/files/resources/84bd78c1b4e386185bcef2af963d8cf9_1777413948/CMS_PSI_6_decimal_file.csv,Centers for Medicare & Medicaid Services (CMS),Complications; PSI,This data set includes the Patient Safety and Adverse Events Composite measure (CMS Medicare PSI 90) and the individual CMS Patient Safety Indicators. CMS Medicare PSI 90 is a composite complication measure composed from 10 separate Patient Safety Indicators. The measure provides an overview of hospital-level quality as it relates to a set of potentially preventable hospital-related events associated with harmful outcomes for patients.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Hospital Compare"", ""hasURL"": ""https://cmsqualitysupport.servicenowservices.com/qnet_qa""}, ""description"": ""This data set includes the Patient Safety and Adverse Events Composite measure (CMS Medicare PSI 90) and the individual CMS Patient Safety Indicators. CMS Medicare PSI 90 is a composite complication measure composed from 10 separate Patient Safety Indicators. The measure provides an overview of hospital-level quality as it relates to a set of potentially preventable hospital-related events associated with harmful outcomes for patients."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/84bd78c1b4e386185bcef2af963d8cf9_1777413948/CMS_PSI_6_decimal_file.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""muwa-iene"", ""issued"": ""2020-12-10"", ""keyword"": [""Complications"", ""PSI""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/muwa-iene"", ""modified"": ""2026-04-28"", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""CMS Medicare PSI-90 and component measures - six-digit estimate dataset""}"
hbf-map,Birthing Friendly Hospitals with Geocoded Addresses,2025-07-09,2026-05-13,2026-04-28,,https://data.cms.gov/provider-data/dataset/hbf-map,https://data.cms.gov/provider-data/sites/default/files/resources/e7f75e0803a17e22c4e26acf2183e622_1778277932/Birthing_Friendly_Hospitals_Geocoded.csv,Centers for Medicare & Medicaid Services (CMS),General Information; Address,A list of all hospitals that have been registered with Medicare and meet the criteria for the birthing friendly designation.,"{""@type"": ""dcat:Dataset"", ""accessLevel"": ""public"", ""bureauCode"": [""009:38""], ""contactPoint"": {""@type"": ""vcard:Contact"", ""fn"": ""Provider Data Catalog (PDC)"", ""hasEmail"": ""mailto:FeedbackDataCatalog@cms.hhs.gov""}, ""description"": ""A list of all hospitals that have been registered with Medicare and meet the criteria for the birthing friendly designation."", ""distribution"": [{""@type"": ""dcat:Distribution"", ""describedBy"": ""https://data.cms.gov/provider-data/sites/default/files/data_dictionaries/hospital/HOSPITAL_Data_Dictionary.pdf"", ""describedByType"": ""application/pdf"", ""downloadURL"": ""https://data.cms.gov/provider-data/sites/default/files/resources/e7f75e0803a17e22c4e26acf2183e622_1778277932/Birthing_Friendly_Hospitals_Geocoded.csv"", ""mediaType"": ""text/csv""}], ""identifier"": ""hbf-map"", ""issued"": ""2025-07-09"", ""keyword"": [""General Information"", ""Address""], ""landingPage"": ""https://data.cms.gov/provider-data/dataset/hbf-map"", ""modified"": ""2026-04-28"", ""nextUpdateDate"": """", ""programCode"": [""009:000""], ""publisher"": {""@type"": ""org:Organization"", ""name"": ""Centers for Medicare & Medicaid Services (CMS)""}, ""released"": ""2026-05-13"", ""theme"": [""Hospitals""], ""title"": ""Birthing Friendly Hospitals with Geocoded Addresses""}"
